0	1	mikroCdsPIC.exe -MSF -DBG -pP30F6012A -DL -SSA -O11111114 -fo80 -N"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\DY_GCU.mcpds" -SP"C:\Users\Public\Documents\Mikroelektronika\mikroC PRO for dsPIC\defs\" -SP"C:\Users\Public\Documents\Mikroelektronika\mikroC PRO for dsPIC\uses\" -SP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\" -SP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\" -SP"C:\Users\nicol\Desktop\git\GCU-DPX\" -SP"C:\Users\nicol\Desktop\git\GCU-DPX\modules\" -SP"C:\Users\nicol\Desktop\git\GCU-DPX\modules\input-output\" -SP"C:\Users\nicol\Desktop\git\GCU-DPX\libs\" -SP"C:\Users\nicol\Desktop\git\GCU-DPX\modules\aac\" -SP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\" -SP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\input-output\" -SP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\libs\" -SP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\aac\" -SP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\" -SP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\input-output\" -SP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\libs\" -SP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\aac\" -SP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\autocross\" -IP"C:\Users\nicol\Desktop\git\GCU-DPX\modules\" -IP"C:\Users\nicol\Desktop\git\GCU-DPX\modules\input-output\" -IP"C:\Users\nicol\Desktop\git\GCU-DPX\modules\aac\" -IP"C:\Users\nicol\Desktop\git\GCU-DPX\libs\" -IP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\" -IP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\input-output\" -IP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\aac\" -IP"C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\libs\" -IP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\" -IP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\input-output\" -IP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\aac\" -IP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\libs\" -IP"C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\autocross\" "DY_GCU.c" "clutch.c" "enginecontrol.c" "gearshift.c" "stoplight.c" "buzzer.c" "clutchmotor.c" "d_signalled.c" "efi.c" "gearmotor.c" "basic.c" "can.c" "dspic.c" "eeprom.c" "autocross.c" "sw.c" "__Lib_Math.mcl" "__Lib_MathDouble.mcl" "__Lib_System.mcl" "__Lib_Delays.mcl" "__Lib_CType.mcl" "__Lib_CString.mcl" "__Lib_CStdlib.mcl" "__Lib_CMath.mcl" "__Lib_Setjmp.mcl" "__Lib_MemManager.mcl" "__Lib_Conversions.mcl" "__Lib_Sprintf.mcl" "__Lib_PrintOut.mcl" "__Lib_Sprinti.mcl" "__Lib_Sprintl.mcl" "__Lib_Time.mcl" "__Lib_Trigonometry.mcl" "__Lib_Button.mcl" "__Lib_Keypad4x4.mcl" "__Lib_Manchester.mcl" "__Lib_OneWire.mcl" "__Lib_PS2.mcl" "__Lib_Sound.mcl" "__Lib_SoftI2C.mcl" "__Lib_SoftSPI.mcl" "__Lib_SoftUART.mcl" "__Lib_ADC_1_p24FJ_p30.mcl" "__Lib_EEPROM_p30.mcl" "__Lib_FLASH_p30.mcl" "__Lib_I2C_1_p30.mcl" "__Lib_PWM_1.mcl" "__Lib_SPI_12.mcl" "__Lib_UART_12_p30.mcl" "__Lib_CAN_12.mcl" "__Lib_PortExpander.mcl" "__Lib_CANSPI.mcl" "__Lib_CF.mcl" "__Lib_CFFat16.mcl" "__Lib_GlcdFonts.mcl" "__Lib_Glcd.mcl" "__Lib_LcdConsts.mcl" "__Lib_Lcd.mcl" "__Lib_Mmc.mcl" "__Lib_MmcFat16.mcl" "__Lib_MmcFat16Constants.mcl" "__Lib_RS485.mcl" "__Lib_S1D13700.mcl" "__Lib_T6963C.mcl" "__Lib_SPIGlcd.mcl" "__Lib_SPILcd.mcl" "__Lib_SPILcd8.mcl" "__Lib_SPIT6963C.mcl" "__Lib_EthEnc28j60.mcl" "__Lib_EthEnc24j600.mcl" "__Lib_TFT.mcl" "__Lib_TFT_Defs.mcl" "__Lib_TouchPanel_TFT.mcl" "__Lib_TouchPanel.mcl" "__Lib_BitReverseComplex.mcl" "__Lib_FFT.mcl" "__Lib_FirRadix.mcl" "__Lib_IirRadix.mcl" "__Lib_Matrices.mcl" "__Lib_TwiddleFactors.mcl" "__Lib_Q15.mcl" "__Lib_Vectors.mcl"	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX\modules'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX\modules\input-output'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX\libs'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX\modules\aac'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\input-output'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\libs'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\aac'	 
warning: 0	1501	Specified search path does not exist: 'C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\aac'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX\modules'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX\modules\input-output'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX\modules\aac'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\nicol\Desktop\git\GCU-DPX\libs'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\input-output'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\modules\aac'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\sofia\Desktop\GIT REPO\GCU-DPX\libs'	 
warning: 0	1502	Specified include path does not exist: 'C:\Users\Salvatore\Desktop\git Repo\GCU-DPX\modules\aac'	 
diagnostics: 0	121	Loading...	 
hint: 14	1354	 warning: "/*" within comment     //*/    OSC_FREQ_MHZ 32   on 29/ÌE    from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 7:    #include "dspic.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 17	1354	 warning: "/*" within comment     //*/  unsigned int PRESCALER_VALUES[] = {1, 8, 64, 256};  _ADCINTERRUPT ics ICS_AUTO     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 7:    #include "dspic.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 14	1354	 warning: "/*" within comment     //*/    OSC_FREQ_MHZ 32   on 29/02/16.  . //  #ifndef DP8_DISPLAY_CONTROLLER_BASIC_H #define DP8_DISPLAY_CONTROLLER_BASIC_H  #define TRUE 1 #define FALSE 0 #define SUPERPOSITION 2 #define LEFT 0 #define RIGHT 1    void unsignedIntToString(unsigned int number, char *text);  void signedIntToString(int number, char *text);  unsigned char getNumberDigitCount(unsigned char number);  void emptyString(char* myString);  #endif //DP8_DISPLAY_CONTROLLER_BASIC_HPLAY_CONTROLLER_BASIC_H    from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/d_signalled.h: 9:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 8:    #include "d_signalled.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 17	1354	 warning: "/*" within comment     //*/  unsigned int PRESCALER_VALUES[] = {1, 8, 64, 256};  _ADCINTERRUPT ics ICS_AUTO     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/d_signalled.h: 9:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 8:    #include "d_signalled.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 14	1354	 warning: "/*" within comment     //*/    OSC_FREQ_MHZ 32   on 29/02/16.  ed char number);     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/gearmotor.h: 9:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 10:    #include "gearmotor.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 17	1354	 warning: "/*" within comment     //*/  unsigned int PRESCALER_VALUES[] = {1, 8, 64, 256};  _ADCINTERRUPT ics ICS_AUTO     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/gearmotor.h: 9:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 10:    #include "gearmotor.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 22	1354	 warning: "/*" within comment     //*/  e GEARMOTOR_IN2_Direction  TRISB0_bit      from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 10:    #include "gearmotor.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\modules\input-output\gearmotor.h
hint: 14	1354	 warning: "/*" within comment     //*/    OSC_FREQ_MHZ 32   on 29/02/16.  ed char number);     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/clutchmotor.h: 14:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 11:    #include "clutchmotor.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 17	1354	 warning: "/*" within comment     //*/  unsigned int PRESCALER_VALUES[] = {1, 8, 64, 256};  _ADCINTERRUPT ics ICS_AUTO     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/clutchmotor.h: 14:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 11:    #include "clutchmotor.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 14	1354	 warning: "/*" within comment     //*/    OSC_FREQ_MHZ 32   on 29/02/16.  );     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/efi.h: 8:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 12:    #include "efi.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 17	1354	 warning: "/*" within comment     //*/  unsigned int PRESCALER_VALUES[] = {1, 8, 64, 256};  _ADCINTERRUPT ics ICS_AUTO     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/efi.h: 8:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 12:    #include "efi.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 14	1354	 warning: "/*" within comment     //*/    OSC_FREQ_MHZ 32   on 29/02/16.  ed char number);     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/buzzer.h: 9:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 13:    #include "buzzer.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 17	1354	 warning: "/*" within comment     //*/  unsigned int PRESCALER_VALUES[] = {1, 8, 64, 256};  _ADCINTERRUPT ics ICS_AUTO     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/input-output/buzzer.h: 9:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 13:    #include "buzzer.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 14	1354	 warning: "/*" within comment     //*/    OSC_FREQ_MHZ 32   on 29/02/16.  ed char number);     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/enginecontrol.h: 9:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 15:    #include "enginecontrol.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
hint: 17	1354	 warning: "/*" within comment     //*/  unsigned int PRESCALER_VALUES[] = {1, 8, 64, 256};  _ADCINTERRUPT ics ICS_AUTO     from c:/users/salvatore/desktop/git repo/gcu-dpx/modules/enginecontrol.h: 9:    #include "dspic.h"     from C:/Users/Salvatore/Desktop/git Repo/GCU-DPX/DY_GCU.c: 15:    #include "enginecontrol.h"	c:\users\salvatore\desktop\git repo\gcu-dpx\libs\dspic.h
